user_id,item_id,rating,timestamp
0,930,4.908853295299787,878542420
0,314,3.9512529701873533,888732928
0,183,2.3569859012917243,878542699
0,203,3.5386897151407872,875072547
0,567,1.8626639235607487,887431883
0,596,1.8671443533777696,875072442
0,967,4.946774135198338,889751711
0,650,4.526689614081857,878542441
0,747,4.6564251725149886,878542201
0,651,4.53740531336413,874965739
0,746,4.665834759307415,875072125
0,963,4.949156471782988,878873388
0,7,2.3265105772080057,874965970
0,106,1.1791152992506966,878542738
0,297,1.3983623949710475,876892946
0,653,4.532631156038658,875073198
0,804,4.726717401417671,878542300
0,867,2.6308967669209675,875072404
0,968,3.4827877623389103,876892425
0,723,4.627900878193328,878543541
0,640,2.036704215095209,885345728
0,715,4.629003574318109,875071823
0,465,4.256664747372741,875072173
0,325,3.9957217844524835,878542889
0,438,1.6091346065686023,889751736
0,729,4.6398795289145705,875073067
0,994,3.9081333509132685,875072404
0,675,2.0556858398569218,875073128
0,785,4.727240739081637,887431921
0,170,3.5898072569124992,875072923
0,24,2.7558013356592403,875072144
0,795,4.734453201533957,875072895
0,902,4.8753145967614175,875072370
0,22,1.0327564550080224,876892701
0,489,1.7903699506855308,876892946
0,525,1.923772946065096,875071713
0,597,4.4573521492754145,875073067
0,49,1.0714039063262304,875073198
0,895,4.778455894621441,875073180
0,728,4.639104915151648,878542589
0,812,2.389168082291961,875072716
0,498,1.7288591139397311,887431647
0,805,2.4969696691889323,876893008
0,94,3.27678101238315,878542075
0,216,1.2898565747177746,878543133
0,258,1.358788779358498,878542738
0,466,3.4843605830493884,875071589
0,458,1.6700079930154352,875241637
0,705,2.1564724945589617,878542960
0,176,1.2429596238429672,876893145
0,529,4.353515616698272,887431973
0,167,3.2441319988226454,875241619
0,766,3.638503585308551,878542478
0,928,4.8982570209269225,876893205
0,610,4.466072365114932,878543176
0,150,3.528329910998141,878542678
0,488,4.27021865638913,875072631
0,377,1.5101923442445222,875072716
0,843,4.798644471238247,876892896
0,909,2.7443079240667925,878542552
0,383,1.5274008187300363,878873389
0,313,1.4239207884261889,875072865
0,568,3.4208435512607074,878543176
0,186,3.0872450145980657,875072895
0,125,3.4002636932186845,875072631
0,686,2.0397348223136214,875072865
0,794,4.267081628583888,878543275
0,573,2.402148829829723,875072547
0,975,4.964628186204741,875241619
0,632,1.9539733780657893,876892856
0,886,2.6445925540969704,888732908
0,492,1.6911780792489757,875692979
0,352,1.820764748400162,875240920
0,711,2.173255530716569,875071421
0,502,4.312407788686381,878542960
0,222,3.7572745008123767,874965706
0,244,3.7006977318626815,875073128
0,788,2.3092842879782327,878543541
0,493,4.21108038106075,876893206
